,0
170469,4
7873789,1
6691873,3
7638689,0
5968862,2
260613,0
4718820,3
1023693,1
7870538,0
6153532,3
488268,0
6375415,2
4429898,1
6130287,1
1623894,2
6453383,1
25002,0
5183164,0
2352218,0
5695344,0
5403847,1
1187735,0
8976178,1
8717068,2
8921924,2
2260626,1
8086294,0
1097766,2
4950847,0
670056,1
7069080,0
4701146,1
670021,1
6813623,0
3208667,0
4951079,0
9233533,0
6782993,2
8340819,1
4024844,0
5397134,1
8061699,1
4291,1
7018009,2
7418814,1
4825073,0
8923774,0
8953255,0
9410302,0
8559462,0
1145941,2
7802149,0
5310503,1
4820795,1
4664312,0
2804399,1
9888395,0
7201336,0
4180905,3
6603061,1
8606766,2
8578023,0
9939038,0
7203408,0
10141859,0
544433,2
5252515,0
1622794,2
6248083,0
7932696,0
9522082,1
3040278,3
9939740,0
1071843,2
4973204,0
945833,0
5261239,1
4596493,2
8373664,0
9332620,1
6727846,0
1321090,2
8503720,1
6780670,1
9370738,0
1060467,0
8967776,1
9679301,0
8690491,0
7678064,2
7798575,3
4988679,0
7921289,0
4324917,1
8575663,2
3562617,0
909102,0
8608525,2
170273,2
7075913,0
481220,2
6961346,3
9975073,0
6517594,0
7680670,0
5946675,1
7202016,2
363064,1
7809595,1
3039438,3
8847979,1
4047399,0
66611,1
7279669,0
9887142,0
7007118,0
5325809,1
555182,0
66540,1
8098383,0
5930473,0
47491,1
447523,0
3961077,0
52525,1
6811792,0
7619727,0
270370,0
7221204,2
6495424,1
2737038,0
9034515,0
8147215,1
6376952,0
10319529,1
3613516,0
9714078,1
1593991,1
2303981,0
5104077,0
7434103,1
6438099,0
7650458,0
7219541,0
4092037,0
475361,1
6327662,0
9679741,0
2630912,1
6629657,2
1340668,0
8474584,2
7066118,0
4681885,2
9154462,0
3689416,0
3263722,1
5309974,0
1793138,0
8310249,2
8310398,2
158345,1
173896,1
6759038,2
6018416,0
1777158,0
1856253,0
1488166,0
463768,0
4334804,0
7389248,0
1022135,0
1219691,0
7969698,0
7403174,0
7368599,0
315120,0
3925572,0
8426749,0
107962,0
9220485,0
8446541,0
7534812,0
7839723,0
3209964,1
5607404,0
6103108,2
1851863,0
8130015,1
8957312,0
9595087,0
1561256,0
2686624,0
2897897,3
7748349,0
8411627,0
7559939,0
7198282,0
7441508,0
5882923,1
6445769,0
3959460,0
320704,0
5022572,3
10191917,0
5123904,2
2471731,3
7803176,2
4187961,0
7161897,0
8611952,0
5805907,0
5433597,1
4104442,1
8441477,2
6119785,0
103466,0
8168876,0
2557712,0
3238295,0
4784639,1
4403171,0
1133329,3
2723368,0
7420762,0
3209633,0
4395502,0
9068419,1
5029665,1
9229043,1
4084398,0
6577729,0
9199082,1
7970663,0
2858482,1
9715029,0
7748866,2
9739482,0
5078129,0
2808357,1
6543677,1
202251,0
6438518,1
5444457,2
7574864,2
2969955,0
9473312,0
254340,0
496074,2
9217337,1
1256892,0
4598160,0
6127974,0
748526,1
3908378,2
2868006,2
2762241,2
4760181,1
4287974,3
48848,1
3774113,1
8227710,0
23919,0
7698721,0
7872818,1
8289871,0
1737244,0
1429904,0
9074837,0
4278896,0
4016079,3
7389950,2
3529563,2
8612922,1
7564942,0
5228066,0
8150045,0
3123041,0
2492143,0
6678058,1
1696194,0
9352778,2
2720963,2
10023353,1
3971346,1
3382533,0
8943821,2
4485424,0
7227464,0
8012443,1
8094338,1
5096363,0
1980283,4
2761092,2
4163204,0
1145148,1
8286095,0
9238818,1
3025456,1
6888107,1
3242605,0
6118198,1
189156,0
6990677,1
8194886,0
8645226,1
859467,1
9096972,0
1246117,0
7665415,0
8583457,2
146301,1
677266,1
9419,1
1950012,0
9508837,1
226677,1
7256122,1
3303376,1
10060388,1
4589654,0
7843145,1
8194164,0
6810430,0
902609,2
696004,1
4824581,1
72743,0
6133684,1
4182732,2
6479027,1
2508065,0
8089781,1
7692789,0
1042022,1
8863714,0
4557204,2
6644760,0
8764748,0
4464542,0
2103939,0
8387068,0
7620570,2
6993726,0
9463491,0
6908161,1
7940358,0
4632923,2
2764126,1
4710866,0
3994601,0
7873208,0
3811828,0
7873345,0
3811930,0
2670365,2
4225225,0
5728135,2
1818768,2
8689375,0
9509695,0
6185083,1
5738982,0
2500188,0
3416590,0
6074312,0
9920856,0
2268329,0
8868025,1
4401544,0
7823973,0
8131881,1
6592178,1
825574,2
194313,3
5470943,2
1547337,0
3932674,0
3811955,0
6911511,2
5040885,1
1633025,1
7368959,1
7050204,0
8926188,0
5297143,2
6228211,0
1815677,1
4388148,0
1432713,0
6066570,0
1880734,1
7127036,0
10248139,1
1974131,1
6627184,0
2211594,1
2367298,1
7871885,1
7025898,0
722537,0
9435279,1
10135468,0
2882641,0
7805332,0
1307898,1
9435483,1
3446274,0
3041619,1
47196,0
8845144,1
5969069,0
9368677,0
6837338,3
6591894,0
3773784,0
10318171,1
3666970,0
3994634,0
7222136,1
299817,2
6066185,0
5685908,1
9023202,1
707424,2
7151093,0
8924032,2
1002835,2
8670484,0
2526405,0
4710869,0
3504521,0
3811872,0
3720731,0
3926008,1
7824426,0
2778101,1
6586979,0
442487,1
1920477,0
5304739,0
1557314,0
451012,1
689309,0
5059981,1
1594313,1
1594219,1
8799588,0
490076,0
9217030,0
7756839,1
116221,2
6921373,1
649243,0
2989758,0
4518474,1
1796302,0
53803,1
6867053,0
6392029,0
2731253,0
5625964,0
38545,0
8699046,2
9174327,2
9511777,2
3489837,2
5905958,0
3768742,2
1593939,2
6087451,1
6179956,2
2391699,1
1118153,0
1100686,0
1146966,0
2525172,1
8463726,2
51826,1
7805491,0
7701014,1
1279660,1
935845,2
3844087,1
7178239,0
2075094,2
5892185,1
7596455,1
9513636,2
3534444,1
8080939,0
5525073,0
5402304,1
6288141,0
1781723,0
2061463,0
4871348,2
7761509,0
6516775,2
5848330,0
5902452,0
219532,1
7217102,0
2727808,0
7151417,0
8683011,1
4357979,0
8118110,0
5766989,1
8306501,0
4349344,2
8633733,0
394408,3
8412143,0
5728739,0
3931571,1
3899160,1
8428825,0
3554558,1
4250749,0
2693700,1
7857241,1
8009814,0
3963320,1
6289789,0
1513847,1
6183721,1
5061411,0
3594959,2
637710,1
8968494,0
7821351,0
3258386,1
3143175,1
4322622,1
6043482,0
8632651,0
6107901,0
7853498,0
430609,0
119103,0
8687967,1
282934,0
5787922,1
8081658,0
3898413,0
7009282,1
9196007,2
4100009,0
4738971,0
692671,1
215954,1
2494157,0
7745196,1
4645405,1
2755730,1
7949448,2
3312406,0
6621924,1
5673552,1
609701,2
10118341,0
2614387,1
7735100,0
5482204,0
4524575,0
9698202,0
7178490,0
8054902,0
5458027,1
4940491,0
1844791,2
262764,2
3383329,1
8902327,0
